572, 1, 8831, 9122800
1574, 1, 4567, 9559200
2191, 1, 2812, 9740800
2630, 4, 4466, 9580200
2727, 4, 6646, 9363100
1778, 2, 3502, 9667600
2366, 2, 2955, 9728400
1907, 2, 4356, 9583700
2286, 5, 9513, 9072000
1841, 4, 826, 9936000
1527, 4, 9232, 9092300
2531, 4, 6972, 9328600
952, 4, 4939, 9515800
501, 5, 4344, 9571200
2596, 2, 969, 9929200
1863, 4, 8549, 9164000
1927, 1, 2201, 9799100
176, 4, 4521, 9549900
104, 4, 1465, 9854900
1202, 5, 7864, 9226300
2890, 2, 2636, 9765400
1420, 5, 5447, 9470000
1235, 5, 9653, 9047600
2208, 2, 8819, 9140400
2126, 3, 4696, 9551900
425, 4, 3252, 9679300
1936, 3, 6059, 9413600
209, 3, 3979, 9604400
2304, 3, 6520, 9371200
2354, 1, 3990, 9624800
2143, 2, 7748, 9246800
1248, 5, 4767, 9536200
940, 2, 3296, 9679900
529, 2, 6210, 9384600
448, 3, 2903, 9714500
2090, 5, 8025, 9218800
583, 5, 8322, 9174100
1109, 4, 9007, 9110600
1916, 2, 8532, 9166000
620, 1, 3558, 9650400
